year,state_abbr,state_name,population
1995,SC,     South Carolina,3673000
1995,SD,     South Dakota,729000
1995,TN,     Tennessee,5256000
1995,TX,     Texas,18724000
1995,UT,     Utah,1951000
1995,VA,     Virginia,6618000
1995,VT,     Vermont,585000
1995,WA,     Washington,5431000
1995,WI,     Wisconsin,5123000
1995,WV,     West Virginia,1828000
1995,WY,     Wyoming,480000
1996,AK,     Alaska,607000
1996,AL,     Alabama,4273000
1996,AR,     Arkansas,2510000
1996,AZ,     Arizona,4428000
1996,CA,     California,31878000
1996,CO,     Colorado,3823000
1996,CT,     Connecticut,3274000
1996,DC,     District of Columbia,543000
1996,DE,     Delaware,725000
1996,FL,     Florida,14400000
1996,GA,     Georgia,7353000
1996,HI,     Hawaii,1184000
1996,IA,     Iowa,2852000
1996,ID,     Idaho,1189000
1996,IL,     Illinois,11847000
1996,IN,     Indiana,5841000
1996,KS,     Kansas,2572000
1996,KY,     Kentucky,3884000
